cell_id,lon_centroid,lat_centroid
2005,24.125,-27.625
2006,24.375,-27.625
2007,24.625,-27.625
2008,24.875,-27.625
2009,25.125,-27.625
2010,25.375,-27.625
2011,25.625,-27.625
2012,25.875,-27.625
2013,26.125,-27.625
2014,26.375,-27.625
2015,26.625,-27.625
2016,26.875,-27.625
2017,27.125,-27.625
2018,27.375,-27.625
2019,27.625,-27.625
2020,27.875,-27.625
2021,28.125,-27.625
2022,28.375,-27.625
2023,28.625,-27.625
2024,28.875,-27.625
2025,29.125,-27.625
2026,29.375,-27.625
2027,29.625,-27.625
2028,29.875,-27.625
2029,30.125,-27.625
2030,30.375,-27.625
2031,30.625,-27.625
2032,30.875,-27.625
2033,31.125,-27.625
2034,31.375,-27.625
2035,31.625,-27.625
2036,31.875,-27.625
2037,32.125,-27.625
2038,32.375,-27.625
2039,32.625,-27.625
2057,20.125,-27.375
2058,20.375,-27.375
2059,20.625,-27.375
2060,20.875,-27.375
2061,21.125,-27.375
2062,21.375,-27.375
2063,21.625,-27.375
2064,21.875,-27.375
2065,22.125,-27.375
2066,22.375,-27.375
2067,22.625,-27.375
2068,22.875,-27.375
2069,23.125,-27.375
2070,23.375,-27.375
2071,23.625,-27.375
2072,23.875,-27.375
2073,24.125,-27.375
2074,24.375,-27.375
2075,24.625,-27.375
2076,24.875,-27.375
2077,25.125,-27.375
2078,25.375,-27.375
2079,25.625,-27.375
2080,25.875,-27.375
2081,26.125,-27.375
2082,26.375,-27.375
2083,26.625,-27.375
2084,26.875,-27.375
2085,27.125,-27.375
2086,27.375,-27.375
2087,27.625,-27.375
2088,27.875,-27.375
2089,28.125,-27.375
2090,28.375,-27.375
2091,28.625,-27.375
2092,28.875,-27.375
2093,29.125,-27.375
2094,29.375,-27.375
2095,29.625,-27.375
2096,29.875,-27.375
2097,30.125,-27.375
2098,30.375,-27.375
2099,30.625,-27.375
2100,30.875,-27.375
2101,31.125,-27.375
2102,31.375,-27.375
2103,31.625,-27.375
2104,31.875,-27.375
2105,32.125,-27.375
2106,32.375,-27.375
2107,32.625,-27.375
2125,20.125,-27.125
2126,20.375,-27.125
2127,20.625,-27.125
2128,20.875,-27.125
2129,21.125,-27.125
2130,21.375,-27.125
2131,21.625,-27.125
2132,21.875,-27.125
2133,22.125,-27.125
2134,22.375,-27.125
2135,22.625,-27.125
2136,22.875,-27.125
2137,23.125,-27.125
2138,23.375,-27.125
2139,23.625,-27.125
2140,23.875,-27.125
2141,24.125,-27.125
2142,24.375,-27.125
2143,24.625,-27.125
2144,24.875,-27.125
2145,25.125,-27.125
2146,25.375,-27.125
2147,25.625,-27.125
2148,25.875,-27.125
2149,26.125,-27.125
2150,26.375,-27.125
2151,26.625,-27.125
2152,26.875,-27.125
2153,27.125,-27.125
2154,27.375,-27.125
2155,27.625,-27.125
2156,27.875,-27.125
2157,28.125,-27.125
2158,28.375,-27.125
2159,28.625,-27.125
2160,28.875,-27.125
2161,29.125,-27.125
2162,29.375,-27.125
2163,29.625,-27.125
2164,29.875,-27.125
2165,30.125,-27.125
2166,30.375,-27.125
2167,30.625,-27.125
2168,30.875,-27.125
2173,32.125,-27.125
2174,32.375,-27.125
2175,32.625,-27.125
2193,20.125,-26.875
2194,20.375,-26.875
2195,20.625,-26.875
2196,20.875,-26.875
2197,21.125,-26.875
2198,21.375,-26.875
2199,21.625,-26.875
2200,21.875,-26.875
2201,22.125,-26.875
2202,22.375,-26.875
2203,22.625,-26.875
2204,22.875,-26.875
2205,23.125,-26.875
2206,23.375,-26.875
2207,23.625,-26.875
2208,23.875,-26.875
2209,24.125,-26.875
2210,24.375,-26.875
2211,24.625,-26.875
2212,24.875,-26.875
2213,25.125,-26.875
2214,25.375,-26.875
2215,25.625,-26.875
2216,25.875,-26.875
2217,26.125,-26.875
2218,26.375,-26.875
2219,26.625,-26.875
2220,26.875,-26.875
2221,27.125,-26.875
2222,27.375,-26.875
2223,27.625,-26.875
2224,27.875,-26.875
2225,28.125,-26.875
2226,28.375,-26.875
2227,28.625,-26.875
2228,28.875,-26.875
2229,29.125,-26.875
2230,29.375,-26.875
2231,29.625,-26.875
2232,29.875,-26.875
2233,30.125,-26.875
2234,30.375,-26.875
2235,30.625,-26.875
2236,30.875,-26.875
2241,32.125,-26.875
2242,32.375,-26.875
2243,32.625,-26.875
2244,32.875,-26.875
2261,20.125,-26.625
2262,20.375,-26.625
2263,20.625,-26.625
2269,22.125,-26.625
2270,22.375,-26.625
2271,22.625,-26.625
2272,22.875,-26.625
2273,23.125,-26.625
2274,23.375,-26.625
2275,23.625,-26.625
2276,23.875,-26.625
2277,24.125,-26.625
2278,24.375,-26.625
2279,24.625,-26.625
2280,24.875,-26.625
2281,25.125,-26.625
2282,25.375,-26.625
2283,25.625,-26.625
2284,25.875,-26.625
2285,26.125,-26.625
2286,26.375,-26.625
2287,26.625,-26.625
2288,26.875,-26.625
2289,27.125,-26.625
2290,27.375,-26.625
2291,27.625,-26.625
2292,27.875,-26.625
2293,28.125,-26.625
2294,28.375,-26.625
2295,28.625,-26.625
2296,28.875,-26.625
2297,29.125,-26.625
2298,29.375,-26.625
2299,29.625,-26.625
2300,29.875,-26.625
2301,30.125,-26.625
2302,30.375,-26.625
2303,30.625,-26.625
2329,20.125,-26.375
2330,20.375,-26.375
2331,20.625,-26.375
2338,22.375,-26.375
2339,22.625,-26.375
2340,22.875,-26.375
2341,23.125,-26.375
2342,23.375,-26.375
2343,23.625,-26.375
2344,23.875,-26.375
2345,24.125,-26.375
2346,24.375,-26.375
2347,24.625,-26.375
2348,24.875,-26.375
2349,25.125,-26.375
2350,25.375,-26.375
2351,25.625,-26.375
2352,25.875,-26.375
2353,26.125,-26.375
2354,26.375,-26.375
2355,26.625,-26.375
2356,26.875,-26.375
2357,27.125,-26.375
2358,27.375,-26.375
2359,27.625,-26.375
2360,27.875,-26.375
2361,28.125,-26.375
2362,28.375,-26.375
2363,28.625,-26.375
2364,28.875,-26.375
2365,29.125,-26.375
2366,29.375,-26.375
2367,29.625,-26.375
2368,29.875,-26.375
2369,30.125,-26.375
2370,30.375,-26.375
2371,30.625,-26.375
2397,20.125,-26.125
2398,20.375,-26.125
2399,20.625,-26.125
2407,22.625,-26.125
2408,22.875,-26.125
2409,23.125,-26.125
2410,23.375,-26.125
2411,23.625,-26.125
2412,23.875,-26.125
2413,24.125,-26.125
2414,24.375,-26.125
2415,24.625,-26.125
2416,24.875,-26.125
2417,25.125,-26.125
2418,25.375,-26.125
2419,25.625,-26.125
2420,25.875,-26.125
2421,26.125,-26.125
2422,26.375,-26.125
2423,26.625,-26.125
2424,26.875,-26.125
2425,27.125,-26.125
2426,27.375,-26.125
2427,27.625,-26.125
2428,27.875,-26.125
2429,28.125,-26.125
2430,28.375,-26.125
2431,28.625,-26.125
2432,28.875,-26.125
2433,29.125,-26.125
2434,29.375,-26.125
2435,29.625,-26.125
2436,29.875,-26.125
2437,30.125,-26.125
2438,30.375,-26.125
2439,30.625,-26.125
2440,30.875,-26.125
2465,20.125,-25.875
2466,20.375,-25.875
2467,20.625,-25.875
2476,22.875,-25.875
2477,23.125,-25.875
2478,23.375,-25.875
2479,23.625,-25.875
2480,23.875,-25.875
2481,24.125,-25.875
2482,24.375,-25.875
2483,24.625,-25.875
2484,24.875,-25.875
2485,25.125,-25.875
2486,25.375,-25.875
2487,25.625,-25.875
2488,25.875,-25.875
2489,26.125,-25.875
2490,26.375,-25.875
2491,26.625,-25.875
2492,26.875,-25.875
2493,27.125,-25.875
2494,27.375,-25.875
2495,27.625,-25.875
2496,27.875,-25.875
2497,28.125,-25.875
2498,28.375,-25.875
2499,28.625,-25.875
2500,28.875,-25.875
2501,29.125,-25.875
2502,29.375,-25.875
2503,29.625,-25.875
2504,29.875,-25.875
2505,30.125,-25.875
2506,30.375,-25.875
2507,30.625,-25.875
2508,30.875,-25.875
2509,31.125,-25.875
2512,31.875,-25.875
2533,20.125,-25.625
2534,20.375,-25.625
2535,20.625,-25.625
2544,22.875,-25.625
2545,23.125,-25.625
2546,23.375,-25.625
2547,23.625,-25.625
2548,23.875,-25.625
2555,25.625,-25.625
2556,25.875,-25.625
2557,26.125,-25.625
2558,26.375,-25.625
2559,26.625,-25.625
2560,26.875,-25.625
2561,27.125,-25.625
2562,27.375,-25.625
2563,27.625,-25.625
2564,27.875,-25.625
2565,28.125,-25.625
2566,28.375,-25.625
2567,28.625,-25.625
2568,28.875,-25.625
2569,29.125,-25.625
2570,29.375,-25.625
2571,29.625,-25.625
2572,29.875,-25.625
2573,30.125,-25.625
2574,30.375,-25.625
2575,30.625,-25.625
2576,30.875,-25.625
2577,31.125,-25.625
2578,31.375,-25.625
2579,31.625,-25.625
2580,31.875,-25.625
2601,20.125,-25.375
2602,20.375,-25.375
2613,23.125,-25.375
2614,23.375,-25.375
2624,25.875,-25.375
2625,26.125,-25.375
2626,26.375,-25.375
2627,26.625,-25.375
2628,26.875,-25.375
2629,27.125,-25.375
2630,27.375,-25.375
2631,27.625,-25.375
2632,27.875,-25.375
2633,28.125,-25.375
2634,28.375,-25.375
2635,28.625,-25.375
2636,28.875,-25.375
2637,29.125,-25.375
2638,29.375,-25.375
2639,29.625,-25.375
2640,29.875,-25.375
2641,30.125,-25.375
2642,30.375,-25.375
2643,30.625,-25.375
2644,30.875,-25.375
2645,31.125,-25.375
2646,31.375,-25.375
2647,31.625,-25.375
2648,31.875,-25.375
2669,20.125,-25.125
2670,20.375,-25.125
2692,25.875,-25.125
2693,26.125,-25.125
2694,26.375,-25.125
2695,26.625,-25.125
2696,26.875,-25.125
2697,27.125,-25.125
2698,27.375,-25.125
2699,27.625,-25.125
2700,27.875,-25.125
2701,28.125,-25.125
2702,28.375,-25.125
2703,28.625,-25.125
2704,28.875,-25.125
2705,29.125,-25.125
2706,29.375,-25.125
2707,29.625,-25.125
2708,29.875,-25.125
2709,30.125,-25.125
2710,30.375,-25.125
2711,30.625,-25.125
2712,30.875,-25.125
2713,31.125,-25.125
2714,31.375,-25.125
2715,31.625,-25.125
2716,31.875,-25.125
2761,26.125,-24.875
2762,26.375,-24.875
2763,26.625,-24.875
2764,26.875,-24.875
2765,27.125,-24.875
2766,27.375,-24.875
2767,27.625,-24.875
2768,27.875,-24.875
2769,28.125,-24.875
2770,28.375,-24.875
2771,28.625,-24.875
2772,28.875,-24.875
2773,29.125,-24.875
2774,29.375,-24.875
2775,29.625,-24.875
2776,29.875,-24.875
2777,30.125,-24.875
2778,30.375,-24.875
2779,30.625,-24.875
2780,30.875,-24.875
2781,31.125,-24.875
2782,31.375,-24.875
2783,31.625,-24.875
2784,31.875,-24.875
2831,26.625,-24.625
2832,26.875,-24.625
2833,27.125,-24.625
2834,27.375,-24.625
2835,27.625,-24.625
2836,27.875,-24.625
2837,28.125,-24.625
2838,28.375,-24.625
2839,28.625,-24.625
2840,28.875,-24.625
2841,29.125,-24.625
2842,29.375,-24.625
2843,29.625,-24.625
2844,29.875,-24.625
2845,30.125,-24.625
2846,30.375,-24.625
2847,30.625,-24.625
2848,30.875,-24.625
2849,31.125,-24.625
2850,31.375,-24.625
2851,31.625,-24.625
2852,31.875,-24.625
2900,26.875,-24.375
2901,27.125,-24.375
2902,27.375,-24.375
2903,27.625,-24.375
2904,27.875,-24.375
2905,28.125,-24.375
2906,28.375,-24.375
2907,28.625,-24.375
2908,28.875,-24.375
2909,29.125,-24.375
2910,29.375,-24.375
2911,29.625,-24.375
2912,29.875,-24.375
2913,30.125,-24.375
2914,30.375,-24.375
2915,30.625,-24.375
2916,30.875,-24.375
2917,31.125,-24.375
2918,31.375,-24.375
2919,31.625,-24.375
2920,31.875,-24.375
2968,26.875,-24.125
2969,27.125,-24.125
2970,27.375,-24.125
2971,27.625,-24.125
2972,27.875,-24.125
2973,28.125,-24.125
2974,28.375,-24.125
2975,28.625,-24.125
2976,28.875,-24.125
2977,29.125,-24.125
2978,29.375,-24.125
2979,29.625,-24.125
2980,29.875,-24.125
2981,30.125,-24.125
2982,30.375,-24.125
2983,30.625,-24.125
2984,30.875,-24.125
2985,31.125,-24.125
2986,31.375,-24.125
2987,31.625,-24.125
2988,31.875,-24.125
3037,27.125,-23.875
3038,27.375,-23.875
3039,27.625,-23.875
3040,27.875,-23.875
3041,28.125,-23.875
3042,28.375,-23.875
3043,28.625,-23.875
3044,28.875,-23.875
3045,29.125,-23.875
3046,29.375,-23.875
3047,29.625,-23.875
3048,29.875,-23.875
3049,30.125,-23.875
3050,30.375,-23.875
3051,30.625,-23.875
3052,30.875,-23.875
3053,31.125,-23.875
3054,31.375,-23.875
3055,31.625,-23.875
3105,27.125,-23.625
3106,27.375,-23.625
3107,27.625,-23.625
3108,27.875,-23.625
3109,28.125,-23.625
3110,28.375,-23.625
3111,28.625,-23.625
3112,28.875,-23.625
3113,29.125,-23.625
3114,29.375,-23.625
3115,29.625,-23.625
3116,29.875,-23.625
3117,30.125,-23.625
3118,30.375,-23.625
3119,30.625,-23.625
3120,30.875,-23.625
3121,31.125,-23.625
3122,31.375,-23.625
3123,31.625,-23.625
3175,27.625,-23.375
3176,27.875,-23.375
3177,28.125,-23.375
3178,28.375,-23.375
3179,28.625,-23.375
3180,28.875,-23.375
3181,29.125,-23.375
3182,29.375,-23.375
3183,29.625,-23.375
3184,29.875,-23.375
3185,30.125,-23.375
3186,30.375,-23.375
3187,30.625,-23.375
3188,30.875,-23.375
3189,31.125,-23.375
3190,31.375,-23.375
3244,27.875,-23.125
3245,28.125,-23.125
3246,28.375,-23.125
3247,28.625,-23.125
3248,28.875,-23.125
3249,29.125,-23.125
3250,29.375,-23.125
3251,29.625,-23.125
3252,29.875,-23.125
3253,30.125,-23.125
3254,30.375,-23.125
3255,30.625,-23.125
3256,30.875,-23.125
3257,31.125,-23.125
3258,31.375,-23.125
3313,28.125,-22.875
3314,28.375,-22.875
3315,28.625,-22.875
3316,28.875,-22.875
3317,29.125,-22.875
3318,29.375,-22.875
3319,29.625,-22.875
3320,29.875,-22.875
3321,30.125,-22.875
3322,30.375,-22.875
3323,30.625,-22.875
3324,30.875,-22.875
3325,31.125,-22.875
3326,31.375,-22.875
3382,28.375,-22.625
3383,28.625,-22.625
3384,28.875,-22.625
3385,29.125,-22.625
3386,29.375,-22.625
3387,29.625,-22.625
3388,29.875,-22.625
3389,30.125,-22.625
3390,30.375,-22.625
3391,30.625,-22.625
3392,30.875,-22.625
3393,31.125,-22.625
3394,31.375,-22.625
3453,29.125,-22.375
3454,29.375,-22.375
3455,29.625,-22.375
3456,29.875,-22.375
3457,30.125,-22.375
3458,30.375,-22.375
3459,30.625,-22.375
3460,30.875,-22.375
3461,31.125,-22.375
