cell_id,B_arietans,B_albanica,B_atropos,B_armata,B_caudalis,B_cornuta,B_inornata,B_gabonica,B_rubida,B_schneideri,B_xeropaga,C_defillippi
2645,2,0,0,0,0,0,0,0,0,0,0,1
2646,1,0,0,0,0,0,0,0,0,0,0,0
2647,4,0,0,0,0,0,0,0,0,0,0,2
2648,12,0,0,0,0,0,0,0,0,0,0,1
2670,2,0,0,0,0,0,0,0,0,0,0,0
2694,1,0,0,0,0,0,0,0,0,0,0,0
2696,1,0,0,0,0,0,0,0,0,0,0,0
2697,4,0,0,0,0,0,0,0,0,0,0,0
2698,2,0,0,0,0,0,0,0,0,0,0,0
2701,1,0,0,0,0,0,0,0,0,0,0,0
2702,7,0,0,0,0,0,0,0,0,0,0,0
2703,5,0,0,0,0,0,0,0,0,0,0,0
2704,2,0,0,0,0,0,0,0,0,0,0,0
2706,1,0,0,0,0,0,0,0,0,0,0,0
2708,2,0,0,0,0,0,0,0,0,0,0,0
2709,0,0,0,0,0,0,0,0,0,0,0,1
2710,1,0,0,0,0,0,0,0,0,0,0,0
2711,2,0,15,0,0,0,0,0,0,0,0,0
2712,1,0,1,0,0,0,0,0,0,0,0,0
2713,1,0,0,0,0,0,0,0,0,0,0,0
2714,8,0,0,0,0,0,0,0,0,0,0,0
2715,12,0,0,0,0,0,0,0,0,0,0,1
2716,8,0,0,0,0,0,0,0,0,0,0,0
2762,1,0,0,0,0,0,0,0,0,0,0,0
2766,1,0,0,0,0,0,0,0,0,0,0,0
2768,3,0,0,0,0,0,0,0,0,0,0,0
2770,5,0,0,0,0,0,0,0,0,0,0,0
2771,1,0,0,0,0,0,0,0,0,0,0,0
2777,3,0,0,0,0,0,0,0,0,0,0,0
2779,2,0,8,0,0,0,0,0,0,0,0,0
2780,5,0,2,0,0,0,0,0,0,0,0,0
2782,5,0,0,0,0,0,0,0,0,0,0,1
2783,18,0,0,0,0,0,0,0,0,0,0,9
2784,2,0,0,0,0,0,0,0,0,0,0,2
2833,4,0,0,0,0,0,0,0,0,0,0,0
2834,3,0,0,0,0,0,0,0,0,0,0,0
2835,0,0,0,0,0,0,0,0,0,0,0,1
2836,2,0,0,0,0,0,0,0,0,0,0,0
2837,1,0,0,0,3,0,0,0,0,0,0,0
2838,3,0,0,0,0,0,0,0,0,0,0,0
2839,11,0,0,0,0,0,0,0,0,0,0,0
2845,1,0,0,0,0,0,0,0,0,0,0,2
2846,1,0,0,0,0,0,0,0,0,0,0,0
2847,6,0,0,0,0,0,0,0,0,0,0,6
2848,1,0,0,0,0,0,0,0,0,0,0,4
2849,7,0,0,0,0,0,0,0,0,0,0,7
2850,5,0,0,0,0,0,0,0,0,0,0,3
2851,4,0,0,0,0,0,0,0,0,0,0,0
2852,5,0,0,0,0,0,0,0,0,0,0,0
2900,1,0,0,0,0,0,0,0,0,0,0,0
2903,2,0,0,0,0,0,0,0,0,0,0,2
2904,3,0,0,0,0,0,0,0,0,0,0,0
2905,2,0,0,0,0,0,0,0,0,0,0,0
2911,0,0,3,0,0,0,0,0,0,0,0,0
2912,1,0,0,0,0,0,0,0,0,0,0,0
2915,4,0,0,0,0,0,0,0,0,0,0,2
2916,15,0,0,0,0,0,0,0,0,0,0,2
2917,4,0,0,0,0,0,0,0,0,0,0,0
2918,4,0,0,0,0,0,0,0,0,0,0,2
2919,4,0,0,0,0,0,0,0,0,0,0,1
2920,19,0,0,0,0,0,0,0,0,0,0,0
2968,1,0,0,0,0,0,0,0,0,0,0,0
2969,1,0,0,0,0,0,0,0,0,0,0,0
2971,0,0,0,0,0,0,0,0,0,0,0,2
2973,3,0,0,0,0,0,0,0,0,0,0,4
2977,1,0,0,0,0,0,0,0,0,0,0,0
2978,0,0,5,0,0,0,0,0,0,0,0,0
2979,0,0,1,0,0,0,0,0,0,0,0,0
2980,0,0,4,0,0,0,0,0,0,0,0,0
2981,0,0,6,0,0,0,0,0,0,0,0,0
2982,3,0,1,0,0,0,0,0,0,0,0,0
2983,4,0,0,0,0,0,0,0,0,0,0,3
2984,3,0,0,0,0,0,0,0,0,0,0,0
2985,4,0,0,0,0,0,0,0,0,0,0,0
2986,2,0,0,0,0,0,0,0,0,0,0,0
2987,3,0,0,0,0,0,0,0,0,0,0,1
3039,0,0,0,0,1,0,0,0,0,0,0,0
3040,3,0,0,0,0,0,0,0,0,0,0,1
3041,2,0,0,0,1,0,0,0,0,0,0,1
3042,5,0,0,0,0,0,0,0,0,0,0,2
3046,3,0,0,0,1,0,0,0,0,0,0,0
3047,2,0,0,0,0,0,0,0,0,0,0,0
3048,1,0,7,0,0,0,0,0,0,0,0,0
3052,1,0,0,0,0,0,0,0,0,0,0,0
3053,2,0,0,0,0,0,0,0,0,0,0,1
3054,1,0,0,0,0,0,0,0,0,0,0,1
3055,7,0,0,0,0,0,0,0,0,0,0,1
3107,13,0,0,0,0,0,0,0,0,0,0,0
3108,1,0,0,0,0,0,0,0,0,0,0,0
3109,1,0,0,0,0,0,0,0,0,0,0,0
3110,2,0,0,0,0,0,0,0,0,0,0,0
3111,1,0,0,0,0,0,0,0,0,0,0,0
3114,9,0,0,0,3,0,0,0,0,0,0,0
3115,8,0,0,0,3,0,0,0,0,0,0,0
3116,5,0,0,0,0,0,0,0,0,0,0,0
3117,0,0,0,0,0,0,0,0,0,0,0,1
3122,1,0,0,0,0,0,0,0,0,0,0,0
3178,1,0,0,0,0,0,0,0,0,0,0,0
3180,1,0,0,0,0,0,0,0,0,0,0,0
3183,1,0,0,0,0,0,0,0,0,0,0,0
3184,2,0,0,0,0,0,0,0,0,0,0,1
3187,1,0,0,0,0,0,0,0,0,0,0,0
3244,2,0,0,0,0,0,0,0,0,0,0,0
3247,2,0,0,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0,0,0,0,0,1
3250,9,0,0,0,1,0,0,0,0,0,0,1
3251,3,0,0,0,1,0,0,0,0,0,0,0
3252,1,0,0,0,0,0,0,0,0,0,0,0
3253,1,0,0,0,0,0,0,0,0,0,0,0
3254,3,0,0,0,0,0,0,0,0,0,0,1
3256,1,0,0,0,0,0,0,0,0,0,0,0
3317,1,0,0,0,1,0,0,0,0,0,0,0
3318,1,0,0,0,1,0,0,0,0,0,0,0
3319,5,0,0,0,0,0,0,0,0,0,0,2
3320,1,0,0,0,0,0,0,0,0,0,0,0
3326,2,0,0,0,0,0,0,0,0,0,0,0
3383,1,0,0,0,0,0,0,0,0,0,0,0
3384,1,0,0,0,0,0,0,0,0,0,0,0
3386,0,0,0,0,1,0,0,0,0,0,0,0
3390,0,0,0,0,1,0,0,0,0,0,0,0
3393,1,0,0,0,0,0,0,0,0,0,0,0
3453,0,0,0,0,2,0,0,0,0,0,0,0
3454,1,0,0,0,4,0,0,0,0,0,0,0
3455,0,0,0,0,2,0,0,0,0,0,0,0
3456,0,0,0,0,2,0,0,0,0,0,0,0
3457,0,0,0,0,1,0,0,0,0,0,0,0
3459,0,0,0,0,1,0,0,0,0,0,0,0
3460,1,0,0,0,0,0,0,0,0,0,0,0
3461,14,0,0,0,0,0,0,0,0,0,0,0
