cell_id,B_arietans,B_albanica,B_atropos,B_armata,B_caudalis,B_cornuta,B_inornata,B_gabonica,B_rubida,B_schneideri,B_xeropaga,C_defillippi
651,2,0,0,0,0,0,0,0,0,0,0,0
654,3,0,0,0,0,0,0,0,0,0,0,0
656,3,0,0,0,0,0,0,0,0,0,0,0
658,2,0,0,0,0,0,0,0,0,0,0,0
662,1,0,0,0,0,0,0,0,0,0,0,0
690,7,0,0,0,0,0,0,0,0,0,0,0
692,1,0,0,0,0,0,0,0,0,0,0,0
693,13,0,0,0,0,0,0,0,9,0,0,0
694,3,0,0,0,0,0,0,0,1,0,0,0
695,1,0,0,0,1,0,0,0,0,0,0,0
696,2,0,0,0,3,0,0,0,0,0,0,0
697,1,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,1,0,0,0
704,3,0,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,1,0,0,0,0,0,0,0
706,3,0,0,0,1,0,0,0,0,0,0,0
707,0,0,0,0,2,0,0,0,0,0,0,0
711,0,0,0,0,1,0,0,0,0,0,0,0
713,1,0,0,0,0,0,0,0,0,0,0,0
714,2,0,0,0,0,0,0,0,0,0,0,0
715,1,0,0,0,0,0,0,0,0,0,0,0
716,3,0,0,0,1,0,0,0,0,0,0,0
718,1,0,0,0,0,0,0,0,0,0,0,0
724,1,0,0,0,0,0,0,0,0,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0
758,6,0,0,0,0,0,0,0,0,0,0,0
759,3,0,0,0,0,1,0,0,0,0,0,0
760,1,0,0,0,0,0,0,0,0,0,0,0
761,2,0,0,0,0,0,0,0,1,0,0,0
762,1,0,0,0,0,1,0,0,0,0,0,0
764,2,0,0,0,1,0,0,0,0,0,0,0
765,2,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,1,0,0,0,0,0,0,0
770,0,0,0,0,1,0,0,0,0,0,0,0
781,3,0,0,0,0,0,0,0,0,0,0,0
782,3,0,0,0,0,0,0,0,0,0,0,0
783,4,0,0,0,0,0,0,0,0,0,0,0
786,6,0,0,0,0,0,0,0,0,0,0,0
787,1,0,0,0,0,0,0,0,0,0,0,0
790,2,0,0,0,0,0,0,0,0,0,0,0
792,1,0,0,0,0,0,0,0,0,0,0,0
827,4,0,0,0,0,0,0,0,0,0,0,0
828,1,0,0,0,0,0,0,0,0,0,0,0
829,1,0,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,1,0,0,0,0,0,0
834,1,0,0,0,0,0,0,0,0,0,0,0
847,1,0,0,0,0,0,0,0,0,0,0,0
849,1,0,0,0,0,0,0,0,0,0,0,0
850,1,0,0,0,0,0,1,0,0,0,0,0
851,2,0,0,0,0,0,0,0,0,0,0,0
852,1,0,0,0,0,0,0,0,0,0,0,0
894,1,0,0,0,0,0,0,0,0,0,0,0
895,1,0,0,0,0,2,0,0,0,0,0,0
896,2,0,0,0,0,1,0,0,0,0,0,0
897,5,0,0,0,0,0,0,0,0,0,0,0
905,0,0,0,0,1,0,0,0,0,0,0,0
906,0,0,0,0,1,0,0,0,0,0,0,0
909,1,0,0,0,0,0,0,0,0,0,0,0
914,1,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,1,0,0,0,0,0
921,1,0,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,1,0,0,0,0,0,0
963,0,0,0,0,1,1,0,0,0,0,0,0
965,6,0,0,0,0,2,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,1,0,0,0,0,0,0
968,3,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,2,0,0,0,0,0,0,0
972,0,0,0,0,4,0,0,0,0,0,0,0
973,0,0,0,0,2,0,0,0,0,0,0,0
975,0,0,0,0,1,0,0,0,0,0,0,0
988,2,0,0,0,0,0,0,0,0,0,0,0
990,3,0,0,0,0,0,0,0,0,0,0,0
993,1,0,0,0,0,0,0,0,0,0,0,0
996,0,0,1,0,0,0,0,0,0,0,0,0
1028,0,0,0,0,0,1,0,0,0,1,0,0
1030,1,0,0,0,2,2,0,0,0,0,0,0
1031,0,0,0,0,1,1,0,0,0,0,0,0
1034,0,0,0,0,0,1,0,0,0,0,0,0
1035,0,0,0,0,0,1,0,0,0,0,0,0
1044,0,0,0,0,2,0,0,0,0,0,0,0
1052,0,0,0,0,1,0,0,0,0,0,0,0
1058,1,0,0,0,0,0,0,0,0,0,0,0
1060,4,0,0,0,0,0,0,0,0,0,0,0
1095,4,0,0,0,0,0,0,0,0,1,0,0
1098,0,0,0,0,1,0,0,0,0,0,0,0
1102,0,0,0,0,0,1,0,0,0,0,0,0
1104,0,0,0,0,1,0,0,0,0,0,0,0
1110,1,0,0,0,0,0,0,0,0,0,0,0
1114,2,0,0,0,0,0,0,0,0,0,0,0
1122,1,0,0,0,0,0,0,0,0,0,0,0
1123,4,0,0,0,0,0,0,0,0,0,0,0
1127,1,0,0,0,0,0,0,0,0,0,0,0
1135,1,0,0,0,0,0,0,0,0,0,0,0
1136,0,0,1,0,0,0,0,0,0,0,0,0
1138,1,0,0,0,0,0,0,0,0,0,0,0
1143,1,0,0,0,0,0,0,0,0,0,0,0
1163,1,0,0,0,0,0,0,0,0,5,0,0
1165,1,0,0,0,0,0,0,0,0,0,0,0
1173,0,0,0,0,1,0,0,0,0,0,0,0
1193,1,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,2,0,0,0,0,0,0,0,0,0
1204,0,0,1,0,0,0,0,0,0,0,0,0
1205,0,0,2,0,0,0,0,0,0,0,0,0
1207,0,0,2,0,0,0,0,0,0,0,0,0
1208,1,0,0,0,0,0,0,0,0,0,0,0
1210,1,0,0,0,0,0,0,0,0,0,0,0
1211,1,0,0,0,0,0,0,0,0,0,0,0
1214,1,0,0,0,0,0,0,0,0,0,0,0
1230,1,0,0,0,0,0,0,0,0,1,0,0
1231,1,0,0,0,0,1,0,0,0,2,0,0
1232,0,0,0,0,0,1,0,0,0,0,0,0
1233,1,0,0,0,0,0,0,0,0,0,0,0
1252,1,0,0,0,0,0,0,0,0,0,0,0
1269,2,0,0,0,0,0,0,0,0,0,0,0
1274,1,0,0,0,0,0,0,0,0,0,0,0
1278,1,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,1,0,0,0,3,0,0
1300,1,0,0,0,0,1,0,0,0,0,0,0
1301,0,0,0,0,0,2,0,0,0,0,0,0
1302,0,0,0,0,1,0,0,0,0,0,0,0
1328,1,0,0,0,0,0,0,0,0,0,0,0
1334,3,0,0,0,0,0,0,0,0,0,0,0
1346,0,0,1,0,0,0,0,0,0,0,0,0
1348,1,0,0,0,0,0,0,0,0,0,0,0
1349,1,0,0,0,0,0,0,0,0,0,0,0
1351,1,0,0,0,0,0,0,0,0,0,0,0
1366,0,0,0,0,0,1,0,0,0,0,0,0
1367,5,0,0,0,1,1,0,0,0,0,0,0
1370,0,0,0,0,2,0,0,0,0,0,0,0
1386,0,0,0,0,1,0,0,0,0,0,0,0
1394,1,0,0,0,0,0,0,0,0,0,0,0
1415,1,0,0,0,0,0,0,0,0,0,0,0
1416,1,0,0,0,0,0,0,0,0,0,0,0
1417,3,0,0,0,0,0,0,0,0,0,0,0
1418,1,0,0,0,0,0,0,0,0,0,0,0
1419,3,0,0,0,0,0,0,0,0,0,0,0
1420,2,0,0,0,0,0,0,0,0,0,0,0
1433,0,0,0,0,0,2,0,0,0,2,0,0
1435,1,0,0,0,0,3,0,0,0,0,0,0
1436,3,0,0,0,0,18,0,0,0,0,0,0
1437,0,0,0,0,2,0,0,0,0,0,0,0
1456,2,0,0,0,0,0,0,0,0,0,0,0
1460,1,0,0,0,0,0,0,0,0,0,0,0
1468,1,0,0,0,0,0,0,0,0,0,0,0
1482,7,0,3,0,0,0,0,0,0,0,0,0
1483,3,0,0,0,0,0,0,0,0,0,0,0
1484,3,0,0,0,0,0,0,0,0,0,0,0
1485,7,0,0,0,0,0,0,0,0,0,0,0
1486,5,0,0,0,0,0,0,0,0,0,0,0
1487,4,0,0,0,0,0,0,0,0,0,0,0
1488,3,0,0,0,0,0,0,0,0,0,0,2
1501,0,0,0,0,0,1,0,0,0,1,0,0
1502,0,0,0,0,0,1,0,0,0,0,0,0
1503,0,0,0,0,0,1,0,0,0,0,0,0
1504,0,0,0,0,4,0,0,0,0,0,0,0
1507,0,0,0,0,1,0,0,0,0,0,0,0
1508,1,0,0,0,3,0,0,0,0,0,1,0
1509,0,0,0,0,1,0,0,0,0,0,0,0
1542,1,0,0,0,0,0,0,0,0,0,0,0
1551,1,0,5,0,0,0,0,0,0,0,0,0
1552,5,0,1,0,0,0,0,0,0,0,0,0
1553,3,0,0,0,0,0,0,0,0,0,0,0
1554,7,0,0,0,0,0,0,0,0,0,0,0
1555,1,0,0,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,1,0,0,0,6,0,0
1570,0,0,0,0,0,0,0,0,0,0,1,0
1571,0,0,0,0,0,1,0,0,0,0,0,0
1572,1,0,0,0,1,1,0,0,0,0,1,0
1576,0,0,0,0,2,0,0,0,0,0,1,0
1577,0,0,0,0,2,0,0,0,0,0,3,0
1578,0,0,0,0,2,0,0,0,0,0,0,0
1579,0,0,0,0,1,0,0,0,0,0,0,0
1598,5,0,0,0,0,0,0,0,0,0,0,0
1603,1,0,0,0,0,0,0,0,0,0,0,0
1605,12,0,0,0,0,0,0,0,0,0,0,0
1610,1,0,0,0,0,0,0,0,0,0,0,0
1618,1,0,11,0,0,0,0,0,0,0,0,0
1619,0,0,1,0,0,0,0,0,0,0,0,0
1620,1,0,0,0,0,0,0,0,0,0,0,0
1621,3,0,0,0,0,0,0,0,0,0,0,0
1622,1,0,0,0,0,0,0,0,0,0,0,0
1624,1,0,0,0,0,0,0,0,0,0,0,0
1626,1,0,0,0,0,0,0,0,0,0,0,0
1638,0,0,0,0,0,0,0,0,0,0,1,0
1640,0,0,0,0,2,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0,0,2,0
1658,4,0,0,0,0,0,0,0,0,0,0,0
1659,1,0,0,0,0,0,0,0,0,0,0,0
1660,1,0,0,0,0,0,0,0,0,0,0,0
1662,2,0,0,0,0,0,0,0,0,0,0,0
1668,5,0,0,0,0,0,0,0,0,0,0,0
1673,1,0,0,0,0,0,0,0,0,0,0,0
1675,1,0,0,0,0,0,0,0,0,0,0,0
1685,1,0,1,0,0,0,0,0,0,0,0,0
1686,1,0,0,0,0,0,0,0,0,0,0,0
1688,2,0,0,0,0,0,0,0,0,0,0,0
1689,1,0,0,0,0,0,0,0,0,0,0,0
1694,1,0,0,0,0,0,0,0,0,0,0,0
1695,0,0,0,0,0,0,0,4,0,0,0,0
1696,0,0,0,0,0,0,0,7,0,0,0,0
1703,0,0,0,0,3,0,0,0,0,0,0,0
1705,1,0,0,0,0,0,0,0,0,0,0,0
1706,0,0,0,0,0,0,0,0,0,0,1,0
1716,0,0,0,0,1,0,0,0,0,0,0,0
1717,0,0,0,0,1,0,0,0,0,0,0,0
1718,1,0,0,0,3,0,0,0,0,0,0,0
1724,1,0,0,0,0,0,0,0,0,0,0,0
1726,1,0,0,0,0,0,0,0,0,0,0,0
1734,1,0,0,0,0,0,0,0,0,0,0,0
1736,1,0,0,0,0,0,0,0,0,0,0,0
1739,1,0,0,0,0,0,0,0,0,0,0,0
1749,1,0,0,0,0,0,0,0,0,0,0,0
1750,1,0,1,0,0,0,0,0,0,0,0,0
1752,5,0,23,0,0,0,0,0,0,0,0,0
1753,0,0,1,0,0,0,0,0,0,0,0,0
1754,0,0,1,0,0,0,0,0,0,0,0,0
1756,1,0,0,0,0,0,0,0,0,0,0,0
1757,1,0,0,0,0,0,0,0,0,0,0,0
1762,2,0,0,0,0,0,0,0,0,0,0,0
1764,2,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,1,0,0,0,0
1773,0,0,0,0,1,0,0,0,0,0,0,0
1774,0,0,0,0,1,0,0,0,0,0,0,0
1796,1,0,0,0,0,0,0,0,0,0,0,0
1797,1,0,0,0,0,0,0,0,0,0,0,0
1798,1,0,0,0,0,0,0,0,0,0,0,0
1805,1,0,0,0,0,0,0,0,0,0,0,0
1813,1,0,0,0,0,0,0,0,0,0,0,0
1816,2,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,2,0,0,0,0,0,0,0,0,0
1820,1,0,1,0,0,0,0,0,0,0,0,0
1823,1,0,0,0,0,0,0,0,0,0,0,0
1830,2,0,0,0,0,0,0,0,0,0,0,0
1831,1,0,0,0,0,0,0,0,0,0,0,0
1832,1,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,1,0,0,0,0
1834,2,0,0,0,0,0,0,27,0,0,0,1
1841,0,0,0,0,0,0,0,0,0,0,1,0
1856,0,0,0,0,1,0,0,0,0,0,0,0
1862,1,0,0,0,0,0,0,0,0,0,0,0
1866,1,0,0,0,0,0,0,0,0,0,0,0
1897,2,0,0,0,0,0,0,0,0,0,0,0
1901,1,0,0,0,0,0,0,0,0,0,0,5
1902,2,0,0,0,0,0,0,2,0,0,0,1
1939,1,0,0,0,0,0,0,0,0,0,0,0
1944,1,0,0,0,0,0,0,0,0,0,0,0
1958,1,0,0,0,0,0,0,0,0,0,0,0
1959,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,0,0,0,0,0,0,0,0,0
1969,9,0,0,0,0,0,0,0,0,0,0,0
1970,7,0,0,0,0,0,0,0,0,0,0,0
2000,1,0,0,0,0,0,0,0,0,0,0,0
2001,1,0,0,0,0,0,0,0,0,0,0,0
2011,1,0,0,0,0,0,0,0,0,0,0,0
2026,1,0,0,0,0,0,0,0,0,0,0,0
2028,1,0,0,0,0,0,0,0,0,0,0,0
2034,2,0,0,0,0,0,0,0,0,0,0,0
2036,1,0,0,0,0,0,0,0,0,0,0,0
2037,4,0,0,0,0,0,0,0,0,0,0,0
2038,3,0,0,0,0,0,0,0,0,0,0,0
2039,2,0,0,0,0,0,0,0,0,0,0,1
2064,1,0,0,0,0,0,0,0,0,0,0,0
2065,2,0,0,0,0,0,0,0,0,0,0,0
2066,11,0,0,0,4,0,0,0,0,0,0,0
2067,2,0,0,0,0,0,0,0,0,0,0,0
2069,1,0,0,0,0,0,0,0,0,0,0,0
2072,1,0,0,0,0,0,0,0,0,0,0,0
2078,1,0,0,0,0,0,0,0,0,0,0,0
2085,1,0,0,0,0,0,0,0,0,0,0,0
2098,2,0,0,0,0,0,0,0,0,0,0,0
2099,2,0,0,0,0,0,0,0,0,0,0,0
2104,4,0,0,0,0,0,0,0,0,0,0,0
2107,2,0,0,0,0,0,0,0,0,0,0,2
2131,2,0,0,0,0,0,0,0,0,0,0,0
2134,1,0,0,0,2,0,0,0,0,0,0,0
2135,2,0,0,0,0,0,0,0,0,0,0,0
2136,1,0,0,0,0,0,0,0,0,0,0,0
2141,1,0,0,0,0,0,0,0,0,0,0,0
2144,1,0,0,0,0,0,0,0,0,0,0,0
2163,1,0,0,0,0,0,0,0,0,0,0,0
2168,1,0,0,0,0,0,0,0,0,0,0,0
2174,2,0,0,0,0,0,0,0,0,0,0,0
2175,1,0,0,0,0,0,0,0,0,0,0,0
2195,1,0,0,0,4,0,0,0,0,0,0,0
2196,1,0,0,0,0,0,0,0,0,0,0,0
2199,0,0,0,0,1,0,0,0,0,0,0,0
2200,7,0,0,0,2,0,0,0,0,0,0,0
2201,1,0,0,0,0,0,0,0,0,0,0,0
2204,2,0,0,0,0,0,0,0,0,0,0,0
2215,1,0,0,0,0,0,0,0,0,0,0,0
2218,1,0,0,0,0,0,0,0,0,0,0,0
2220,1,0,0,0,0,0,0,0,0,0,0,0
2222,2,0,0,0,0,0,0,0,0,0,0,0
2235,1,0,0,0,0,0,0,0,0,0,0,0
2244,2,0,0,0,0,0,0,1,0,0,0,0
2271,1,0,0,0,0,0,0,0,0,0,0,0
2272,1,0,0,0,0,0,0,0,0,0,0,0
2283,1,0,0,0,0,0,0,0,0,0,0,0
2289,5,0,0,0,0,0,0,0,0,0,0,0
2330,1,0,0,0,0,0,0,0,0,0,0,0
2331,6,0,0,0,0,0,0,0,0,0,0,0
2347,1,0,0,0,0,0,0,0,0,0,0,0
2357,1,0,0,0,0,0,0,0,0,0,0,0
2358,1,0,0,0,0,0,0,0,0,0,0,0
2398,2,0,0,0,0,0,0,0,0,0,0,0
2399,0,0,0,0,3,0,0,0,0,0,0,0
2416,2,0,0,0,0,0,0,0,0,0,0,0
2417,1,0,0,0,0,0,0,0,0,0,0,0
2418,3,0,0,0,0,0,0,0,0,0,0,0
2421,1,0,0,0,0,0,0,0,0,0,0,0
2426,1,0,0,0,0,0,0,0,0,0,0,0
2428,3,0,0,0,0,0,0,0,0,0,0,0
2429,1,0,0,0,0,0,0,0,0,0,0,0
2437,1,0,0,0,0,0,0,0,0,0,0,0
2465,6,0,0,0,0,0,0,0,0,0,0,0
2466,1,0,0,0,0,0,0,0,0,0,0,0
2467,2,0,0,0,0,0,0,0,0,0,0,0
2476,2,0,0,0,1,0,0,0,0,0,0,0
2480,2,0,0,0,0,0,0,0,0,0,0,0
2481,1,0,0,0,0,0,0,0,0,0,0,0
2483,2,0,0,0,0,0,0,0,0,0,0,0
2487,4,0,0,0,0,0,0,0,0,0,0,0
2488,1,0,0,0,0,0,0,0,0,0,0,0
2489,1,0,0,0,0,0,0,0,0,0,0,0
2494,2,0,0,0,0,0,0,0,0,0,0,0
2495,8,0,0,0,2,0,0,0,0,0,0,0
2496,20,0,0,0,0,0,0,0,0,0,0,0
2497,3,0,0,0,1,0,0,0,0,0,0,0
2498,11,0,0,0,0,0,0,0,0,0,0,0
2499,4,0,0,0,0,0,0,0,0,0,0,0
2502,2,0,0,0,0,0,0,0,0,0,0,0
2507,1,0,0,0,0,0,0,0,0,0,0,0
2508,0,0,1,0,0,0,0,0,0,0,0,0
2509,1,0,2,0,0,0,0,0,0,0,0,0
2512,1,0,0,0,0,0,0,0,0,0,0,0
2555,2,0,0,0,0,0,0,0,0,0,0,0
2558,3,0,0,0,0,0,0,0,0,0,0,0
2560,1,0,0,0,0,0,0,0,0,0,0,0
2561,5,0,0,0,0,0,0,0,0,0,0,0
2564,3,0,0,0,2,0,0,0,0,0,0,0
2565,17,0,0,0,11,0,0,0,0,0,0,0
2566,6,0,0,0,0,0,0,0,0,0,0,0
2567,3,0,0,0,0,0,0,0,0,0,0,0
2568,4,0,0,0,0,0,0,0,0,0,0,0
2569,2,0,0,0,0,0,0,0,0,0,0,1
2570,1,0,0,0,0,0,0,0,0,0,0,0
2573,1,0,0,0,0,0,0,0,0,0,0,0
2575,1,0,0,0,0,0,0,0,0,0,0,0
2576,1,0,0,0,0,0,0,0,0,0,0,0
2577,4,0,0,0,0,0,0,0,0,0,0,4
2578,0,0,0,0,0,0,0,0,0,0,0,2
2580,1,0,0,0,0,0,0,0,0,0,0,0
2624,1,0,0,0,0,0,0,0,0,0,0,0
2625,1,0,0,0,0,0,0,0,0,0,0,0
2626,7,0,0,0,0,0,0,0,0,0,0,0
2629,7,0,0,0,0,0,0,0,0,0,0,0
2630,2,0,0,0,0,0,0,0,0,0,0,0
2633,3,0,0,0,0,0,0,0,0,0,0,0
2634,30,0,0,0,0,0,0,0,0,0,0,0
2635,15,0,0,0,0,0,0,0,0,0,0,0
2638,2,0,0,0,0,0,0,0,0,0,0,0
2642,1,0,2,0,0,0,0,0,0,0,0,0
2643,1,0,15,0,0,0,0,0,0,0,0,0
2644,6,0,0,0,0,0,0,0,0,0,0,1
