"lon","lat","cell_ID","MeanPrecip","DryPrecip","WetPrecip","SeasonalPrecip","Elevation","NDVI","MeanTemp","MaxTemp","MinTemp","DiurnalTemp","biome","bioregion","veg_type"
20.375,-32.875,562,227,38,73,27.621976852417,1189,0.310499995946884,14.3791666030884,28.8999996185303,1,14.841667175293,"Fynbos","Karoo Renosterveld Bioregion","Central Mountain Shale Renosterveld"
20.625,-32.875,563,215,36,68,24.6366844177246,1172,0.287099987268448,14.875,29.8999996185303,0.800000011920929,15.533332824707,"Fynbos","Karoo Renosterveld Bioregion","Central Mountain Shale Renosterveld"
21.625,-32.875,567,171,27,64,33.5674591064453,662,0.115099996328354,17.2250003814697,32.5999984741211,1.29999995231628,16.4166660308838,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
21.875,-32.875,568,166,26,64,37.0182456970215,593,0.13910000026226,17.7708339691162,33.2000007629395,2.29999995231628,16.4583339691162,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.125,-32.875,569,187,30,71,35.9479331970215,639,0.138300001621246,17.779167175293,33.0999984741211,2.90000009536743,16.375,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.375,-32.875,570,237,37,87,35.3023452758789,942,0.246500000357628,16.154167175293,30.7999992370605,2.40000009536743,15.4749994277954,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
26.125,-32.875,585,517,65,177,39.3077354431152,655,0.426999986171722,17.2041664123535,29.5,5,14.841667175293,"Albany Thicket","Albany Thicket","Doubledrift Karroid Thicket"
27.375,-32.875,590,721,76,257,42.932186126709,394,0.591799974441528,18.2041664123535,27.2999992370605,7.90000009536743,11.2749996185303,"Albany Thicket","Albany Thicket","Buffels Valley Thicket"
27.875,-32.875,592,864,99,309,39.4826583862305,211,0.689999997615814,18.5375003814697,25.8999996185303,9.60000038146973,9.40833282470703,"Savanna","Sub-Escarpment Savanna Bioregion","South Eastern Coastal Thornveld"
18.375,-32.625,622,296,22,143,66.9143447875977,74,0.52319997549057,17.908332824707,29.6000003814697,7.59999990463257,12.8000001907349,"Fynbos","Northwest Fynbos Bioregion","Leipoldtville Sand Fynbos"
18.625,-32.625,623,322,26,153,65.2996673583984,112,0.232800006866455,18.3875007629395,31.3999996185303,6.90000009536743,13.7416667938232,"Fynbos","Northwest Fynbos Bioregion","Leipoldtville Sand Fynbos"
18.875,-32.625,624,320,28,151,63.1206550598145,128,0.213100001215935,18.904167175293,33.2999992370605,6.5,14.8916664123535,"Fynbos","West Coast Renosterveld Bioregion","Swartland Shale Renosterveld"
19.125,-32.625,625,326,36,146,55.6602020263672,872,0.552500009536743,15.6875,28.8999996185303,4.19999980926514,13.0583333969116,"Fynbos","Northwest Fynbos Bioregion","Cederberg Sandstone Fynbos"
19.375,-32.625,626,279,36,120,50.7834815979004,748,0.297500014305115,15.7291669845581,29.2999992370605,3.59999990463257,13.0249996185303,"Fynbos","Northwest Fynbos Bioregion","Cederberg Sandstone Fynbos"
19.625,-32.625,627,214,23,96,56.8204002380371,442,0.212899997830391,18.4624996185303,32.9000015258789,4.90000009536743,14.7749996185303,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Tanqua Karoo"
20.375,-32.625,630,152,20,55,38.2546043395996,605,0.329199999570847,18.279167175293,33.7999992370605,3.29999995231628,16.0416660308838,"Azonal Vegetation","Inland Saline Vegetation","Tanqua Wash Riviere"
20.625,-32.625,631,248,47,76,21.0432586669922,1341,0.453999996185303,13.3416662216187,27.7999992370605,0,14.9166669845581,"Fynbos","Karoo Renosterveld Bioregion","Roggeveld Shale Renosterveld"
20.875,-32.625,632,279,57,89,19.7472896575928,1607,0.207599997520447,11.4833335876465,26.3999996185303,-2.29999995231628,15.4833335876465,"Fynbos","Karoo Renosterveld Bioregion","Roggeveld Shale Renosterveld"
21.375,-32.625,634,154,22,60,37.6046829223633,744,0.168500006198883,17.1791667938232,32.9000015258789,0.600000023841858,16.7250003814697,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.125,-32.625,637,171,26,69,41.9527740478516,624,0.13629999756813,18.2625007629395,33.7000007629395,2.90000009536743,16.5416660308838,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
23.625,-32.625,643,274,40,107,41.2980499267578,798,0.264699995517731,17.2124996185303,31.7000007629395,2.79999995231628,15.5416669845581,"Azonal Vegetation","Inland Saline Vegetation","Southern Karoo Riviere"
24.875,-32.625,648,316,46,120,39.904842376709,687,0.278800010681152,18.0458335876465,32.5,3.5,16.2083339691162,"Nama-Karoo","Lower Karoo Bioregion","Eastern Lower Karoo"
25.625,-32.625,651,480,57,181,45.8310089111328,1116,0.492900013923645,14.6750001907349,27,1.70000004768372,14.8166666030884,"Albany Thicket","Albany Thicket","Escarpment Mesic Thicket"
26.375,-32.625,654,543,62,202,45.5514221191406,788,0.787699997425079,16.5833339691162,27.8999996185303,5.19999980926514,13.6833333969116,"Albany Thicket","Albany Thicket","Escarpment Mesic Thicket"
26.875,-32.625,656,646,65,248,50.4971923828125,999,0.855000019073486,15.6499996185303,25.3999996185303,5.40000009536743,12.0833330154419,"Forests","Zonal & Intrazonal Forests","Southern Mistbelt Forest"
27.375,-32.625,658,712,65,266,50.4731750488281,864,0.567600011825562,16.5375003814697,25.5,6.40000009536743,11.7249994277954,"Grassland","Drakensberg Grassland Bioregion","Amathole Montane Grassland"
28.375,-32.625,662,946,108,331,38.8174247741699,150,0.770299971103668,18.75,25.5,10.5,8.61666679382324,"Indian Ocean Coastal Belt","Indian Ocean Coastal Belt","Transkei Coastal Belt"
18.375,-32.375,690,273,21,133,66.8189315795898,108,0.423700004816055,17.783332824707,29.6000003814697,7.5,12.966667175293,"Fynbos","West Strandveld Bioregion","Saldanha Flats Strandveld"
18.875,-32.375,692,313,29,144,59.9610404968262,664,0.582099974155426,16.8166675567627,30.2000007629395,5.19999980926514,13.3000001907349,"Fynbos","Northwest Fynbos Bioregion","Cederberg Sandstone Fynbos"
19.125,-32.375,693,348,48,138,42.3071975708008,1385,0.338600009679794,12.8791666030884,25.2000007629395,2.20000004768372,11.8249998092651,"Fynbos","Northwest Fynbos Bioregion","Cederberg Sandstone Fynbos"
19.375,-32.375,694,252,29,112,54.4765396118164,728,0.252499997615814,16.4375,30.2000007629395,3.90000009536743,13.6583337783813,"Fynbos","Northwest Fynbos Bioregion","Swartruggens Quartzite Fynbos"
19.625,-32.375,695,195,20,90,58.5543785095215,324,0.0688999965786934,19.6291675567627,35.5,4.90000009536743,16.8583335876465,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Tanqua Karoo"
19.875,-32.375,696,178,21,78,52.6239242553711,363,0.0856999978423119,19.8166656494141,36.2000007629395,4.59999990463257,17.466667175293,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Tanqua Karoo"
20.125,-32.375,697,155,19,62,45.9040794372559,448,0.166999995708466,19.2999992370605,35.4000015258789,4.09999990463257,17,"Azonal Vegetation","Inland Saline Vegetation","Tanqua Wash Riviere"
20.375,-32.375,698,252,46,78,23.8168563842773,1325,0.393900007009506,13.3458337783813,27.7000007629395,0,14.7916669845581,"Fynbos","Karoo Renosterveld Bioregion","Roggeveld Shale Renosterveld"
21.875,-32.375,704,167,23,69,45.5989875793457,805,0.23199999332428,17.3125,32.4000015258789,2,15.9916667938232,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.125,-32.375,705,180,24,74,45.7730331420898,750,0.170900002121925,17.9874992370605,33.2999992370605,2.90000009536743,16.4416656494141,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.375,-32.375,706,208,27,82,44.3332786560059,820,0.240899994969368,17.8374996185303,32.7000007629395,3.59999990463257,15.841667175293,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
22.625,-32.375,707,237,31,90,42.5192756652832,858,0.204999998211861,17.8500003814697,32.5,4,15.75,"Nama-Karoo","Lower Karoo Bioregion","Gamka Karoo"
23.625,-32.375,711,266,37,106,43.2373504638672,895,0.34349998831749,16.7333335876465,31.3999996185303,2.29999995231628,15.8333330154419,"Azonal Vegetation","Inland Saline Vegetation","Southern Karoo Riviere"
24.125,-32.375,713,292,40,114,43.7082710266113,767,0.349999994039536,17.5166664123535,31.2999992370605,3.79999995231628,15.1999998092651,"Nama-Karoo","Lower Karoo Bioregion","Eastern Lower Karoo"
24.375,-32.375,714,315,45,122,42.9993171691895,779,0.449499994516373,17.845832824707,32,4.09999990463257,15.7749996185303,"Albany Thicket","Albany Thicket","Escarpment Arid Thicket"
24.625,-32.375,715,327,46,124,42.0770835876465,756,0.349200010299683,18.1749992370605,32.2999992370605,4.69999980926514,15.9000005722046,"Nama-Karoo","Lower Karoo Bioregion","Eastern Lower Karoo"
24.875,-32.375,716,339,46,133,44.2677726745605,872,0.323300004005432,17.029167175293,30.2999992370605,4,15.1416664123535,"Azonal Vegetation","Inland Saline Vegetation","Southern Karoo Riviere"
25.375,-32.375,718,459,55,182,47.9252471923828,1350,0.46900001168251,14.0041666030884,27,0.600000023841858,14.9083337783813,"Grassland","Dry Highveld Grassland Bioregion","Karoo Escarpment Grassland"
26.875,-32.375,724,648,59,265,54.3246231079102,1385,0.65420001745224,13.8291664123535,25.2000007629395,1.5,13.8583335876465,"Grassland","Drakensberg Grassland Bioregion","Amathole Montane Grassland"
27.125,-32.375,725,654,53,271,56.5281448364258,1194,0.437299996614456,15.1833333969116,26,3.40000009536743,13.533332824707,"Grassland","Sub-Escarpment Grassland Bioregion","Tsomo Grassland"
18.375,-32.125,758,246,18,120,67.7945175170898,102,0.377400010824203,18.0500011444092,30.6000003814697,7.09999990463257,14.3333339691162,"Fynbos","Northwest Fynbos Bioregion","Leipoldtville Sand Fynbos"
18.625,-32.125,759,261,21,124,63.9494857788086,294,0.390199989080429,18.0249996185303,31.7999992370605,6.30000019073486,15.0333337783813,"Fynbos","Northwest Fynbos Bioregion","Graafwater Sandstone Fynbos"
18.875,-32.125,760,241,18,116,66.2013778686523,155,0.295199990272522,19.404167175293,34.0999984741211,6.40000009536743,15.4916667938232,"Succulent Karoo","Knersvlakte Bioregion","Citrusdal Vygieveld"
19.125,-32.125,761,256,22,122,63.2750053405762,495,0.313400000333786,17.8791675567627,31.8999996185303,5.40000009536743,14.125,"Fynbos","Northwest Fynbos Bioregion","Cederberg Sandstone Fynbos"
19.375,-32.125,762,238,23,111,60.2597999572754,504,0.380699992179871,17.8666667938232,32.2000007629395,5,14.5500001907349,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Agter-Sederberg Shrubland"
19.875,-32.125,764,174,21,73,49.1725120544434,478,0.0882000029087067,19,34.9000015258789,4.19999980926514,16.8333339691162,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Tanqua Karoo"
20.125,-32.125,765,227,39,76,29.1558151245117,1198,0.271899998188019,14.8291664123535,29.3999996185303,1.5,15.0083332061768,"Fynbos","Karoo Renosterveld Bioregion","Roggeveld Shale Renosterveld"
21.125,-32.125,769,208,37,78,33.4897422790527,1305,0.161400005221367,14.1208333969116,29.7999992370605,-1.29999995231628,16.341667175293,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
21.375,-32.125,770,232,36,90,38.6867561340332,1475,0.333299994468689,13.3666667938232,28.3999996185303,-1.39999997615814,15.533332824707,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
24.125,-32.125,781,425,55,173,46.2831268310547,1865,0.417100012302399,11.6750001907349,24.7999992370605,-1.60000002384186,13.9333333969116,"Nama-Karoo","Upper Karoo Bioregion","Upper Karoo Hardeveld"
24.375,-32.125,782,339,46,138,46.9922981262207,1228,0.455799996852875,16.0499992370605,29.6000003814697,2.79999995231628,14.8333330154419,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
24.625,-32.125,783,338,46,137,46.8241882324219,1074,0.439999997615814,16.9583339691162,30.8999996185303,3.40000009536743,15.4166669845581,"Albany Thicket","Albany Thicket","Escarpment Arid Thicket"
25.375,-32.125,786,408,48,167,49.711597442627,1118,0.336899995803833,15.5791664123535,29.6000003814697,0.899999976158142,15.9083337783813,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
25.625,-32.125,787,403,47,162,48.3923568725586,893,0.445499986410141,16.6124992370605,30.7999992370605,1.5,16.0249996185303,"Grassland","Sub-Escarpment Grassland Bioregion","Tarkastad Montane Shrubland"
26.375,-32.125,790,585,60,244,53.6562271118164,1593,0.52700001001358,13.1791667938232,25.7999992370605,-0.100000001490116,14.4916667938232,"Grassland","Dry Highveld Grassland Bioregion","Karoo Escarpment Grassland"
26.875,-32.125,792,578,52,242,55.5981063842773,1097,0.417600005865097,15.9875001907349,27.7999992370605,3.5,14.0416669845581,"Grassland","Sub-Escarpment Grassland Bioregion","Queenstown Thornveld"
18.625,-31.875,827,220,14,109,68.985107421875,60,0.298000007867813,19.0708332061768,32.9000015258789,7.30000019073486,15.2083330154419,"Succulent Karoo","Knersvlakte Bioregion","Vanrhynsdorp Gannabosveld"
18.875,-31.875,828,230,16,113,67.0241851806641,217,0.24770000576973,18.9166660308838,33.2000007629395,6.19999980926514,15.1666669845581,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Doringrivier Quartzite Karoo"
19.125,-31.875,829,238,19,113,63.2115058898926,425,0.299199998378754,18.283332824707,32.7000007629395,5.5,15.0666666030884,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Doringrivier Quartzite Karoo"
19.375,-31.875,830,230,22,105,57.9370422363281,558,0.30799999833107,17.8624992370605,33,4.30000019073486,15.841667175293,"Succulent Karoo","Rainshadow Valley Karoo Bioregion","Tanqua Karoo"
20.375,-31.875,834,199,35,64,25.6019897460938,1159,0.254099994897842,15.3041667938232,31.2000007629395,0.200000002980232,16.8250007629395,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Roggeveld Karoo"
23.625,-31.875,847,286,36,119,48.2865447998047,1148,0.299400001764297,15.5249996185303,30.8999996185303,0.200000002980232,16.1333332061768,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
24.125,-31.875,849,378,48,159,48.8358268737793,1571,0.312599986791611,12.966667175293,27.7000007629395,-1.79999995231628,15.466667175293,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
24.375,-31.875,850,371,47,159,50.7226791381836,1466,0.426600009202957,13.9958333969116,28.3999996185303,-0.400000005960464,15.3083333969116,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
24.625,-31.875,851,406,49,173,51.3084526062012,1611,0.434899985790253,13.5333337783813,27.7000007629395,-1,15.4333333969116,"Grassland","Dry Highveld Grassland Bioregion","Karoo Escarpment Grassland"
24.875,-31.875,852,423,50,181,51.9447746276855,1564,0.460700005292892,13.5375003814697,27.6000003814697,-0.600000023841858,15.3583335876465,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
18.375,-31.625,894,203,13,100,68.376838684082,117,0.278299987316132,18.5,31.8999996185303,7.09999990463257,15.4499998092651,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Spinescent Grassland"
18.625,-31.625,895,204,13,101,68.820426940918,115,0.23199999332428,19.2083339691162,33.5,6.90000009536743,16.25,"Succulent Karoo","Knersvlakte Bioregion","Vanrhynsdorp Gannabosveld"
18.875,-31.625,896,222,17,106,64.7381057739258,179,0.342599987983704,19.4208335876465,34.0999984741211,6.5,16.091667175293,"Succulent Karoo","Knersvlakte Bioregion","Vanrhynsdorp Gannabosveld"
19.125,-31.625,897,273,26,119,53.1723403930664,797,0.425599992275238,16.220832824707,30.1000003814697,3.90000009536743,14.3249998092651,"Fynbos","Northwest Fynbos Bioregion","Bokkeveld Sandstone Fynbos"
21.125,-31.625,905,190,29,78,41.7637901306152,1179,0.205099999904633,15.9416666030884,32.0999984741211,-0.200000002980232,16.9500007629395,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
21.375,-31.625,906,199,27,85,47.425235748291,1247,0.217600002884865,15.6000003814697,31.6000003814697,-0.300000011920929,16.5833339691162,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
22.125,-31.625,909,231,28,100,52.5209350585938,1374,0.303999990224838,14.9541664123535,30.7999992370605,-1.20000004768372,16.5583324432373,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
23.375,-31.625,914,309,36,132,52.0961837768555,1423,0.300399988889694,14.0500001907349,29.7000007629395,-2,16.25,"Nama-Karoo","Upper Karoo Bioregion","Upper Karoo Hardeveld"
24.625,-31.625,919,411,45,181,54.0988578796387,1691,0.378199994564056,12.7458333969116,27.2999992370605,-2.79999995231628,15.625,"Nama-Karoo","Upper Karoo Bioregion","Upper Karoo Hardeveld"
25.125,-31.625,921,387,41,171,56.1649589538574,1229,0.303900003433228,15.7041664123535,30.7000007629395,0.699999988079071,16.4250011444092,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
18.125,-31.375,961,192,14,92,65.021110534668,155,0.394699990749359,18.029167175293,31,6.80000019073486,15.4250001907349,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Heuweltjie Strandveld"
18.625,-31.375,963,199,12,99,69.2922210693359,186,0.223199993371964,18.7666664123535,32.7999992370605,6.40000009536743,15.8999996185303,"Succulent Karoo","Knersvlakte Bioregion","Knersvlakte Quartz Vygieveld"
19.125,-31.375,965,274,23,121,55.080753326416,723,0.512399971485138,16.7583332061768,31.8999996185303,3.70000004768372,15.8166666030884,"Fynbos","Karoo Renosterveld Bioregion","Nieuwoudtville Shale Renosterveld"
19.375,-31.375,966,234,23,100,50.6728286743164,836,0.375099986791611,17.5750007629395,32.4000015258789,4.30000019073486,15.8666667938232,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
19.625,-31.375,967,226,32,86,38.2682304382324,931,0.294900000095367,16.5791664123535,31.2999992370605,3.40000009536743,15.5583333969116,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
19.875,-31.375,968,223,41,71,24.0949592590332,1125,0.406399995088577,15.1041669845581,29.2000007629395,2,14.5583333969116,"Fynbos","Karoo Renosterveld Bioregion","Hantam Plateau Dolerite Renosterveld"
20.375,-31.375,970,178,32,62,27.835542678833,1028,0.235200002789497,16.470832824707,32.4000015258789,1.20000004768372,16.841667175293,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
20.875,-31.375,972,177,28,73,41.6895065307617,1080,0.192699998617172,16.5,32.5,0.5,16.466667175293,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
21.125,-31.375,973,184,26,79,46.431884765625,1115,0.234400004148483,16.466667175293,32.7000007629395,0.100000001490116,17.0666675567627,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
21.625,-31.375,975,210,25,93,53.6842384338379,1278,0.303600013256073,15.6875,31.2000007629395,0.100000001490116,16.091667175293,"Nama-Karoo","Upper Karoo Bioregion","Western Upper Karoo"
24.875,-31.375,988,425,43,189,55.286376953125,1738,0.456200003623962,13.0166664123535,27.1000003814697,-1.89999997615814,14.9166669845581,"Grassland","Dry Highveld Grassland Bioregion","Besemkaree Koppies Shrubland"
25.375,-31.375,990,421,43,185,55.344783782959,1274,0.31700000166893,15.6708335876465,30.7999992370605,0.5,16.1416664123535,"Grassland","Dry Highveld Grassland Bioregion","Karoo Escarpment Grassland"
26.125,-31.375,993,562,60,243,53.2613258361816,1788,0.466300010681152,12.4833335876465,26.2000007629395,-2.59999990463257,14.7833337783813,"Grassland","Dry Highveld Grassland Bioregion","Karoo Escarpment Grassland"
26.875,-31.375,996,623,59,268,55.544319152832,1814,0.446999996900558,11.8833332061768,25.2000007629395,-3.59999990463257,14.9833335876465,"Grassland","Drakensberg Grassland Bioregion","Southern Drakensberg Highland Grassland"
17.875,-31.125,1028,180,14,86,63.7377433776855,182,0.333700001239777,17.7124996185303,30,7,14.7250003814697,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Heuweltjie Strandveld"
18.375,-31.125,1030,193,16,87,58.1338691711426,470,0.260300010442734,17.6666660308838,31.2999992370605,5.59999990463257,15.1000003814697,"Succulent Karoo","Namaqualand Hardeveld Bioregion","Southern Namaqualand Quartzite Klipkoppe Shrubland"
18.625,-31.125,1031,180,13,84,61.1211547851562,276,0.228300005197525,18.6833324432373,33.2999992370605,5.80000019073486,16.3000011444092,"Succulent Karoo","Knersvlakte Bioregion","Northern Knersvlakte Vygieveld"
19.375,-31.125,1034,218,24,87,44.429126739502,727,0.326499998569489,17.529167175293,32.5,4.09999990463257,16.0416660308838,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
19.625,-31.125,1035,213,33,75,31.6036052703857,983,0.355100005865097,16.7083339691162,31.3999996185303,3.29999995231628,15.5833330154419,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
21.875,-31.125,1044,214,23,98,58.421703338623,1268,0.261400014162064,15.9125003814697,31.8999996185303,-0.400000005960464,16.7416667938232,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
23.875,-31.125,1052,320,35,143,56.1079483032227,1391,0.348100006580353,14.8249998092651,30.7000007629395,-2.20000004768372,16.3833332061768,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
25.375,-31.125,1058,433,42,193,56.0891609191895,1464,0.369700014591217,14.5874996185303,30,-1.70000004768372,16.2250003814697,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
25.875,-31.125,1060,505,51,222,54.3933486938477,1573,0.35809999704361,13.8333330154419,29.1000003814697,-2.70000004768372,16.4333324432373,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
17.625,-30.875,1095,150,9,75,68.438850402832,58,0.363499999046326,17.1666660308838,28.2999992370605,7.30000019073486,13.7166662216187,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Strandveld"
18.375,-30.875,1098,174,14,79,57.4750137329102,381,0.270000010728836,18.0833339691162,31.7999992370605,5.90000009536743,15.3999996185303,"Succulent Karoo","Namaqualand Hardeveld Bioregion","Southern Namaqualand Quartzite Klipkoppe Shrubland"
19.375,-30.875,1102,221,33,77,30.8589897155762,908,0.434799998998642,16.4291667938232,31.2999992370605,3.09999990463257,15.7416667938232,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
19.875,-30.875,1104,187,34,60,23.4899272918701,962,0.212899997830391,16.8583335876465,32.5999984741211,2.09999990463257,17.0166664123535,"Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion","Hantam Karoo"
21.375,-30.875,1110,209,23,93,55.0564155578613,1318,0.361200004816055,16.2083339691162,31.3999996185303,0.699999988079071,15.6499996185303,"Nama-Karoo","Bushmanland Bioregion","Bushmanland Basin Shrubland"
22.375,-30.875,1114,240,23,111,60.7450485229492,1317,0.401899993419647,15.716667175293,31.1000003814697,-0.400000005960464,15.9833335876465,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
24.375,-30.875,1122,325,31,153,60.0361938476562,1368,0.370999991893768,14.6875,31.2000007629395,-4.5,16.7749996185303,"Nama-Karoo","Upper Karoo Bioregion","Northern Upper Karoo"
24.625,-30.875,1123,330,30,155,59.9299125671387,1322,0,14.8249998092651,31.3999996185303,-4.59999990463257,16.8833332061768,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
25.625,-30.875,1127,437,42,201,58.2141761779785,1380,0.369700014591217,15.3083333969116,31,-1.5,16.283332824707,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
27.625,-30.875,1135,656,52,280,58.4031219482422,1790,0.414400011301041,13.4916667938232,27.2000007629395,-2.09999990463257,15.5,"Grassland","Drakensberg Grassland Bioregion","Southern Drakensberg Highland Grassland"
27.875,-30.875,1136,660,51,283,59.6546173095703,1780,0.45210000872612,13.8791666030884,27,-1.39999997615814,14.9916667938232,"Grassland","Drakensberg Grassland Bioregion","Southern Drakensberg Highland Grassland"
28.375,-30.875,1138,747,49,338,65.3306427001953,1378,0.608799993991852,15.4250001907349,26.7000007629395,1,13.6166667938232,"Grassland","Sub-Escarpment Grassland Bioregion","East Griqualand Grassland"
29.625,-30.875,1143,926,67,381,58.2126808166504,1085,0.606000006198883,15.9291667938232,24.7999992370605,3.90000009536743,12.0916662216187,"Grassland","Sub-Escarpment Grassland Bioregion","Midlands Mistbelt Grassland"
17.625,-30.625,1163,149,10,71,63.0410461425781,182,0.361799985170364,17.7999992370605,30.2999992370605,7,15.033332824707,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Strandveld"
18.125,-30.625,1165,188,17,81,52.1396713256836,606,0.334199994802475,17.7625007629395,30.7000007629395,6.30000019073486,14.7250003814697,"Succulent Karoo","Namaqualand Hardeveld Bioregion","Namaqualand Klipkoppe Shrubland"
20.125,-30.625,1173,173,30,63,30.356143951416,980,0.217500001192093,17.1458339691162,32.9000015258789,1.79999995231628,17.0583343505859,"Nama-Karoo","Bushmanland Bioregion","Bushmanland Basin Shrubland"
25.125,-30.625,1193,380,35,176,59.5217781066895,1288,0.333000004291534,15.3249998092651,31.5,-3.59999990463257,16.216667175293,"Nama-Karoo","Upper Karoo Bioregion","Eastern Upper Karoo"
27.625,-30.625,1203,663,55,276,56.3159294128418,1777,0.414400011301041,14.4791669845581,27.5,-1,14.125,"Grassland","Mesic Highveld Grassland Bioregion","Senqu Montane Shrubland"
27.875,-30.625,1204,778,67,327,56.2149696350098,2620,0.5,9.47083282470703,21.2999992370605,-4.09999990463257,12.9416666030884,"Grassland","Drakensberg Grassland Bioregion","Lesotho Highland Basalt Grassland"
28.125,-30.625,1205,800,66,342,57.6899871826172,2719,0.433899998664856,9.33749961853027,20.7999992370605,-3.59999990463257,12.8916664123535,"Grassland","Drakensberg Grassland Bioregion","Lesotho Highland Basalt Grassland"
28.625,-30.625,1207,734,47,336,66.0847625732422,1568,0.374900013208389,15.0416669845581,26.2000007629395,1.70000004768372,13.2333335876465,"Grassland","Sub-Escarpment Grassland Bioregion","East Griqualand Grassland"
28.875,-30.625,1208,759,46,357,68.7652969360352,1332,0.684400022029877,15.4250001907349,25.8999996185303,2.40000009536743,13.0666666030884,"Grassland","Sub-Escarpment Grassland Bioregion","Drakensberg Foothill Moist Grassland"
29.375,-30.625,1210,796,51,352,64.3020629882812,1183,0.646499991416931,15.4333333969116,25.7000007629395,2,13.25,"Grassland","Sub-Escarpment Grassland Bioregion","East Griqualand Grassland"
29.625,-30.625,1211,918,56,408,64.9358749389648,1463,0.76529997587204,14.4291667938232,23.8999996185303,2.09999990463257,12.3249998092651,"Grassland","Sub-Escarpment Grassland Bioregion","Drakensberg Foothill Moist Grassland"
30.375,-30.625,1214,1043,109,382,45.7385902404785,355,0.608500003814697,20.091667175293,26.7000007629395,11.1000003814697,8.68333339691162,"Indian Ocean Coastal Belt","Indian Ocean Coastal Belt","KwaZulu-Natal Coastal Belt Thornveld"
17.375,-30.375,1230,128,8,62,63.9689178466797,117,0.32480001449585,16.8875007629395,27.7999992370605,7,13.625,"Succulent Karoo","Namaqualand Sandveld Bioregion","Namaqualand Strandveld"
17.625,-30.375,1231,151,11,70,60.2568588256836,293,0.351900011301041,17.8958339691162,30.3999996185303,7.19999980926514,14.8083333969116,"Succulent Karoo","Namaqualand Hardeveld Bioregion","Namaqualand Klipkoppe Shrubland"
17.875,-30.375,1232,190,17,82,52.7606315612793,692,0.567499995231628,17.6124992370605,29.7999992370605,6.80000019073486,14.0083332061768,"Succulent Karoo","Namaqualand Hardeveld Bioregion","Namaqualand Klipkoppe Shrubland"
